"","SMILE","Activity"
"V979","CC1=C2C(=O)C(=CNC2=NC(=C1Cl)N3CCC(C3)CN)C(=O)O",3.899999872
"V980","C1=CC(=C(C(=C1C2=CN=CC3=C2C=C(S3)C(=O)N)F)F)Br",3.100001583
"V981","CCS(=O)(=O)C1=CC=C(C=C1)C2=CN=CC3=C2C=C(S3)C(=O)N",3
"V982","CC1=C2C=C(C=CC2=NN1)C3=CC(=CN=C3)OCC(CC4=CC=CC=C4)CN",3.699999798
"V983","CC(=NN=C(N)N)C1=CC(=CC(=C1)NC(=O)C2=CC(=CC=C2)C(=O)NC3=CC(=CC(=C3)C(=NN=C(N)N)C)C(=NN=C(N)N)C)C(=NN=C(N)N)C",3.899999872
"V984","C1CC2=C(C=CS2)C3=C1C=NN3",4.699999971
"V985","C1COCCN1C2=CC=C(C=C2)OCCC3=CC4=C(C=C3)NC5=C(C=CC(=C5)C6=CN(C7=C6C=CN=C7)CC8=CC(=C(C(=C8)F)F)F)C(=O)N4",3.699999798
"V986","CNC(=O)N1CCN(CC1)CCCOC2=CC3=C(CC4=C3NN=C4C5=CN=C(C=C5)C#N)C=C2",3.299999496
"V987","C1=C(C=C(C=C1C(F)(F)F)C(F)(F)F)C2=CN=CC3=C2C=C(S3)C(=O)N",3.899999872
"V988","CC1=CC(=C(C=C1)F)C2=CN3C(=NN=C3N)C=C2",3.899999872
"V989","COC1=CC(=CC(=C2C(=C(NN2)N)C#N)C#N)C=CC1=O",3.100001583
"V990","CCC1=NC2=C(C3=CC(=C(C=C31)OC)OC)C(=O)NC2=O",3.299999496
"V991","CC(C)S(=O)(=O)N1C2=C(C=CC(=C2)C3=C(N=C4N3C=CS4)C5=CC=C(C=C5)F)N=C1N",3.599999814
"V992","CCOC1=C(C(=CC(=N1)C(=O)NCC2=CC=C(C=C2)S(=O)(=O)N)N)C#N",3.899999872
"V993","C1=CC(=CC(=C1)NC(=O)NC2=CC=C(C=C2)C3=C(C4=NC=CN=C4C=C3)N)C(F)(F)F",1.599992178
"V994","C1=CC(=NC(=C1)NC(=O)NC2=C3C=CC(=C(C3=NC=C2)Cl)Cl)C(F)(F)F",3.899999872
"V995","CC(=O)NC1=NC(=C(C(=C1)N)C#N)C2=CSC=C2",3.899999872
"V996","CCOC1=C(C(=CC(=N1)C(=O)NCC2=CC=CC=C2S(=O)(=O)N)N)Cl",3.899999872
"V997","CSC1=CNC2=C(C1=O)C=CC3=C2C=CN=C3",3.400000617
"V998","CC1=C(C2=C(N1C3CCC(CC3)N4CCCC4)N=CN=C2N)C5=CC(=CC=C5)OCC6=CC=CC=C6",2.700002397
"V999","COC1=CC(=CC(=C1OC)OC)C2=C(C(=O)NC2=O)C3=CNC4=CC=CC=C43",0.397940009
"V1000","COC1=C(C=C(C(=C1)C=O)Cl)NC(=O)NC2=NC=C(N=C2)C#N",3.899999872
"V1001","CCOC1=C(C(=CC(=N1)C(=O)NCC2=CN=CC=C2)N)C#N",3.899999872
"V1002","C1=CC=C(C=C1)NC(=O)NC2=CC=C(C=C2)C3=C4C(=CC=C3)NN=C4N",1.513391108
"V1003","C1CCOC2=CC(=C(C=C2NC(=O)NC3=CN=C(C(=N3)OCC1)C#N)Cl)OCC(CO)O",3.899999872
"V1004","C1=CC=C(C(=C1)C(=O)O)NC2=NC(=NC=C2)NC3=CC(=CC=C3)O",2.700002397
"V1005","C1=CC=C(C(=C1)C(=O)O)NC2=NC(=NC=C2)NC3=CC4=C(C=C3)C=NN4",2.400002346
"V1006","COC1=CC=C(C=C1)CNC(=O)NC2=NC=C(S2)[N+](=O)[O-]",3.899999872
"V1007","C1CNC2=C(C(=NC=N2)N)N=C1C3=CC=C(C=C3)NC(=O)NC4=CC=CC(=C4)C(F)(F)F",0.477121255
"V1008","C1=CC=C(C=C1)NC2=NC=NC3=CC=CC=C32",4.799999969
"V1009","CN1C2=CC=CC=C2C3=C4C(=C5C6=CC=CC=C6N(C5=C31)CCC#N)CNC4=O",2.099991234
"V1010","C1C(CC(=O)C2=C1NC3=C(C2=O)C=CC(=C3)Cl)C4=C(C=C(C=C4)Cl)Cl",3.899999872
"V1011","C1C2=C(C3=C(C=CC=N3)NC1=O)NC4=C2C=C(C=C4)Br",3.899999872
"V1012","C1=CC=C(C=C1)NC(=O)NC2=CC=CC=C2",5
"V1013","CC1=CC(=CC=C1)NC(=O)NC2=CC=C(C=C2)C3=C4C=NNC4=CC=C3",1.186797956
"V1014","C1CNCCN(C1)S(=O)(=O)C2=CC=CC3=C2C=CN=C3",3.299999496
"V1015","C1=CC=C(C(=C1)C(=O)O)NC2=NC(=NC=C2)NC3=CC4=C(C=C3)NN=C4",2.400002346
"V1016","CC1=CC(=O)C(C12C3=CC(=CC(=C3C(=O)O2)O)OC)O",1
"V1017","C1CCOC2=CC(=C(C=C2NC(=O)NC3=CN=C(C(=N3)OCC1)C#N)Cl)OCCO",3.899999872
"V1018","CCCN1C(=NC(=C1C2=NC(=NC=C2)NC3CCCCC3)C4=CC(=C(C=C4)Cl)Cl)C5CCNCC5",3.400000617
"V1019","C1=CC2=C(C(=C1)C(=O)N)NN=C2",4.699999971
"V1020","CC1=C(C=C2C(=C1)C(=O)C3=CC(=CC(=C3C2=O)O)OC)O",0.380211242
"V1021","CC1=CC(=CC2=C1C3=CC(=CC(=C3C(=O)O2)O)OS(=O)(=O)O)O",-0.15490196
"V1022","CC1=CC(=CC2=C1C3=CC(=CC(=C3C(=O)O2)O)OC)O",0.041392685
"V1023","CC1=CC(=C(C=C1C2=CC(=CC(=C2C(=O)O)O)OC)O)O",0.698970004
"V1024","CC1=CC(=C(C=C1C2=CC(=CC(=C2C(=O)O)O)O)O)O",0.579783597
"V1025","CN(C1=CC2=C(C=C1)N(C(=N2)NC(=O)C3=CC=C(C=C3)C#N)CCC(=O)N)C(=O)C4CCCCC4",3
"V1026","CC(C)(C)OCN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3)C4=CC(=C(C(=C4)OC)OC)OC",3.643452676
"V1027","COC1=CC(=CC(=C1OC)OC)C2=C(CNC2=O)C3=CN(C4=CC=CC=C43)COC5=CC=CC=C5",3.176091259
"V1028","C1=CC(=C(C=C1CCNC(=O)C(=NO)CC2=CC(=C(C(=C2)C3=CC(=CC(=C3O)Br)CC(=NO)C(=O)NCCC4=CC(=C(C=C4)O)Br)O)Br)Br)O",3.079181246
"V1029","COC1=CC(=C2C(=C1)C3=CC(=C(C=C3COC2=O)O)O)O",1
"V1030","CC1=CC(=CC=C1)NC(=O)NC2=CC=C(C=C2)C3=C(C4=NC=CN=C4C=C3)N",1.970342779
"V1031","CN1C=C(C2=CC=CC=C21)C3=C(CNC3=O)C4=CC(=C(C(=C4)OC)OC)OC",4.176091259
"V1032","CC1(C(C(C2=C(C1O)C(=O)C3=CC(=CC(=C3C2=O)O)OC)O)O)O",0.86332286
"V1033","CC1=C(N2C=CC=CC2=N1)C3=CSC(=N3)NC4=CC=C(C=C4)O",3.899999872
"V1034","CC1=C(C(=O)C(C1)O)C2=CC(=CC(=C2C(=O)O)O)OC",0.707570176
"V1035","CC1=CC(=CC2=C1C3=CC(=CC(=C3C(=O)O2)O)O)O",-0.018106086
"V1036","CC1=CC(=C(C2=C1C3=CC(=CC(=C3C(=O)O2)O)OC)O)O",-0.193820026
"V1037","C1CC2(C3C(CC(=O)C4=C(C=CC(=C34)C5=C2C(=C(C=C5)O)C1=O)O)O)O",0.146128036
"V1038","COC1=CC(=CC(=C1OC)OC)C2=C(CNC2=O)C3=CNC4=CC=CC=C43",1.491361694
"V1039","CC1=C(C=C2C(=C1)C(=O)C3=CC(=C(C(=C3C2=O)O)C4=C5C(=C(C=C4OC)O)C(=O)C6=C(C5=O)C(C(C(C6O)O)(C)O)O)OC)O",0.531478917
"V1040","CC1=C(C(=C2C(=C1)C(=O)C3=CC(=CC(=C3C2=O)O)OC)O)O",0.079181246
"V1041","C1=CC2=C(C=C1Br)C(=O)N=CN2",4.899999981
"V1042","C1=C2C3=C(C(=C1O)O)OC(=O)C4=CC(=C(C(=C43)OC2=O)O)O",2.897627091
"V1043","CN(C)CC(COC1=CC=C(C=C1)NC2=NC=CC(=N2)NC3=C(C=CC(=C3)Cl)Cl)O",3.199999125
"V1048","CC(C)N1CCN(CC1)C(=O)C2=CC=C(C=C2)NC(=O)NC3=CC=C(C=C3)C4=NC(=NC(=N4)N5C6CCC5COC6)C7CCOCC7",4.698970004
"V1049","COC(=O)N1CCC(CC1)N2C3=C(C=N2)C(=NC(=N3)C4=CC=C(C=C4)N)N5CCOCC5",4.698970004
"V1050","CC(C)(C)OC(=O)N1CCC(CC1)N2C3=C(C=N2)C(=NC(=N3)C4=CC=C(C=C4)N)N5CCOCC5",4.698970004
"V1051","CN1CCN(CC1)C2=NC=C(C=C2)C3=CC4=C(NCCN4CC5=C(C=CC(=C5)Cl)C(F)(F)F)N=C3",2.400002346
"V1052","CNCC1=CC=C(C=C1)C2=C3CCNC(=O)C4=CC(=CC(=C34)N2)F",3.899999872
"V1054","CC1CN(CC(O1)C)C(C)C2=NSC(=C2)NC3=NC(=CN4C3=NC=C4C5=CNN=C5)C",2.851258349
"V1055","CC1=NSC(=C1)NC2=NC(=CN3C2=NC=C3C4=CNN=C4)SC",1.556302501
"V1056","C1=CC=C2C(=C1)N=C(S2)NC(=O)CC3=CC=CS3",3.400000617
"V1057","CC(C)OCC1=CC2=C(C=C1)N(C3=C4CC5=CC=CC=C5C4=C6C(=C23)CNC6=O)CCCO",0.903089987
"V1058","CCN(CC1=NSC(=C1)NC2=NC(=CN3C2=NC=C3C4=CNN=C4)C)C(C)(C)CO.Cl",0
"V1059","CC1=CN2C(=CN=C2C(=N1)NC3=CC(=NS3)CN4CCC(C4)(F)F)C5=CNN=C5",2.740362689
"V1060","CC1=CN2C(=CN=C2C(=N1)NC3=CC(=NS3)CN4CCC(C4)(F)F)C5=CNN=C5.Cl",2.531478917
"V1061","CCCC1=NOC(=C1)C2=CC3=C(C=C2)NN=C3",3.924206419
"V1062","C1CCN(CC1)CC2=NOC(=C2)C3=CC4=C(C=C3)NN=C4",3.924206419
"V1063","C1CN2C=C(C3=C2C(=CC=C3)CN1C(=O)N4CCOCC4)C5=C(C(=O)NC5=O)C6=CN=C7N6C=CC=C7",4.056664919
"V1065","CC1=C(C(=O)N(C2=NC(=NC=C12)NC3=NC=C(C=C3)N4CCNCC4)C5CCCC5)C(=O)C",3.299999496
"V1071","CC(C)(C1=CC(=C(C(=C1)I)O)Br)C2=CC(=C(C(=C2)I)O)Br",2.900000965
"V1072","CC1=CC(=CC=C1)NC(=O)NC2=CC=C(C=C2)C3=CSC4=C3C(=NC=C4C#CCNC)N",0.699837726
"V1073","CC1=CN2CC(=O)NN=C2C=C1",5
"V1074","CC(C)(C)C1=NN(C(=C1)NC(=O)C(=O)C2=CC=CC3=CC=CC=C32)C4=CC(=CC=C4)OCC(=O)O",3.400000617
"V1075","CC1=CC(=O)NN=C1C2=CC=C(C=C2)NC(=O)NC3=C(C=CC(=C3)C(F)(F)F)F",3.400000617
"V1076","CC1=CC=C(C=C1)C2=CC3=NC(=CN=C3N2)Br",3.100001583
"V1077","COC1=CC=C(C=C1)NC(=O)NC2=CC=C(C=C2)C3=CSC4=C3C(=NC=C4C5=CN(N=C5)CC(CO)O)N",0.100370545
"V1079","C1=CN(C=C1)CCCOC2=C3C(=C(C=C2)C4=CC=C(C=C4)NC(=O)NC5=CC(=CC=C5)Cl)C(=NN3)N",1.200029267
"V1080","C1=CC=C2C(=C1)N=NN2CC3=CN(N=N3)C4=CC5=C(C=C4)NN=C5",3.899999872
"V1081","CC1=C2C=C(C=CC2=NN1)C3=CN=CC=C3",3.799999763
"V1083","C1=CC=C(C=C1)CNC2=C(C=CC(=C2)C3=CC=NC=C3)C#N",3.400000617
"V1084","C1=C(N2C(=NN=C2N)C=N1)Cl",4.500000047
"V1085","C1=CC(=CC(=C1)F)NC(=O)NC2=CC=C(C=C2)C3=CC4=C(C=C3)C=NN4",3.400000617
"V1087","CCOC(=O)C1=C(N(C2=C1C=C(C3=CC=CC=C32)O)C4=CC=C(C=C4)I)C",3.400000617
"V1089","CCOC1=CC(=C(C=C1)C=C2C(=O)N=C(S2)N)O",3.400000617
"V1090","C1=CN=CC2=C1C=C(S2)C(=O)N",3.899999872
"V1091","C1=CC(=CC=C1C2=CSC3=C2C(=NC=C3C4=CN(N=C4)CCO)N)NC(=O)NC5=CC=C(C=C5)OC(F)F",0.100370545
"V1092","CC1=CC(=O)C2=C(C(=C3NC4=CC=CC=C4N3)C(=O)C=C2O1)OC",3.400000617
"V1093","CS(=O)(=O)C1=CC=C(C=C1)C2=CN=CC3=C2C=C(S3)C(=O)N",3.400000617
"V1094","CC(=O)N1C2=C(C=C(C=C2)N)C=N1",5
"V1096","C1=CSC2=NC=NC(=C21)N",4.699999971
"V1097","CC1=CN=C(S1)NC2=NC(=NC=C2Br)NC(C)C",2.300008203
"V1099","CC1=C(C=CC=C1NC(=O)C2=CC=C(C=C2)C(C)(C)C)C3=CN(C(=O)C(=C3)NC4=NC=C(C=C4)C(=O)N5CCOCC5)C",3.400000617
"V1100","C1=CC2=NC(=CN2C=C1C(=O)N)C3=CC=C(O3)[N+](=O)[O-]",3.400000617
"V1102","C1CNC2=C(C1=O)SC=C2C(=O)N",5
"V1103","C1=CC=C2C(=C1)C3=C(C2=NO)C=C(C=C3)NS(=O)(=O)C4=CC(=CC=C4)Br",3.400000617
"V1104","C1=CC2=NC=C(C=C2C=C1C3=CC=NC=C3)O",3.400000617
"V1106","C1=CC2=C(C=C1C3=CC(=NO3)CO)C=NN2",3.899999872
"V1107","C1CNC(=O)C2=C(N1)C(=CS2)C(=O)O",5
"V1108","CC(C)(C)OC(=O)N1C=C(C2=CC=CC=C21)C3=CN=CN3C4CCCCC4",3.899999872
"V1109","C1CC1C2=C(N=NN2CC3=CC=CC=C3)C4=CC5=C(C=C4)NN=C5",3.899999872
"V1110","C1=CN2C(=NNC2=O)C(=C1)C3=CC=C(C=C3)N",4.600000032
"V1111","COC1=CC=CC=C1C2=NC(=NC=C2)NC3=CC(=CC=C3)S(=O)(=O)C",3
"V1112","CC(CCC(=O)O)(C1=CC(=C(C=C1)O)N)C2=CC(=C(C=C2)O)N",3.100001583
"V1115","C1CN(CC2=C1NC3=C(C=C(C=C23)Cl)Cl)C(=O)NC4=CC=C(C=C4)[N+](=O)[O-]",3.400000617
"V1116","C1COCC1N2C=C(C3=C2N=CN=C3N)C4=CC=C(C=C4)OC5=CC=C(C=C5)CO",2.600003087
"V1117","C1OC2=C(O1)C=C(C=C2)C3=C4N=CC(=C(N4N=C3)N)C5=CC=C(C=C5)NC(=O)NC6=CC=CC(=C6)C(F)(F)F",1.10002573
"V1118","CC(C1=CC=CC=C1F)NC2=NC(=CN=C2)N3C=NC4=C3C=C(C=C4)C#N",2.150016214
"V1120","C1=CC2=C(C=NN2)C(=C1)NC(=O)NCC3=CC=C(C=C3)Cl",3.899999872
"V1121","C=CCC1=CC=CC2=C1OC(=CC2=NO)C3=CC=CC=C3",3
"V1122","CC1=CC(=CC=C1)NC(=O)NC2=CC=C(C=C2)C3=CSC4=C3C(=NC=C4C#CCCCCCCCCN)N",0.599883072
"V1123","CN1C=C(C2=CC=CC=C21)C3=CC4=NC(=CN=C4N3)Br",3.100001583
"V1124","C1=CC(=CC=C1C2=CN=CC3=C2C=C(S3)C(=O)N)Br",2.700002397
"V1125","C1C(C(C(=O)C(=C1C2=CC=CC=C2)C#N)C(=O)C3=CC=CC=C3)C4=CC=C(C=C4)Cl",3.400000617
"V1126","CN1C=C(C2=C1C=CC(=C2)C#N)C3=CC4=NC(=CN=C4N3)Br",3.400000617
"V1127","CC1=C(SC(=N1)C2=CC=NC=C2)C(=O)NC(C)C3=CC(=CC=C3)OC",3.400000617
"V1128","CC1=C(C=CC=C1O)NC(=O)C2=C3N=CC=C(N3N=C2)C4=CC=CC=C4",3.899999872
"V1129","CN1CCN(CC1)C2=CC=C(C=C2)NC3=NC=C(C(=N3)NC4=CC5=C(C=C4)NN=C5)Cl",1.10002573
"V1130","CN(C)C1=CC=C(C=C1)C2=CC(=NC(=N2)NS(=O)(=O)C3=CC=C(C=C3)N)C4=CC=C(C=C4)[N+](=O)[O-]",3.299999496
"V1131","C1=CC=C(C=C1)C2=NC(=NC=N2)NC3=CC(=C(C=C3)O)CN",3.400000617
"V1132","C1=CNC(=C1)C=C2C3=C(C=C(C=C3)C4=CC=C(C=C4)O)NC2=O",1.10002573
"V1133","CC1=CC=CC(=C1)C2=C3C(=CC=C2)ON=C3N",5
"V1134","C1=CC=C(C=C1)CC(COC2=CN=CC(=C2)C3=CC4=C(C=C3)NC(=O)C4=CC5=CC=CN5)N",-0.199970641
"V1135","CC(C)CC1=C2C=CNC2=NC(=N1)NC3=CC(=C(C=C3)N4CCOCC4)Cl",2
"V1137","C1=CC(=NC(=C1)NC(=O)NC2=C3C=CC(=CC3=NC=C2)OC(F)F)C(F)(F)F",3.199999125
"V1139","CN(CC1=CC(=C(C2=C1C=CC=N2)O)Cl)C3CCCCC3",3.400000617
"V1141","CCCCNC(=O)C1=CN(C(=O)C2=CC(=C(C=C21)OC)OC)C(CC)CC",3.400000617
"V1142","COC1=CC(=C(C=C1)OC)NC2=NN3C(=NN=C3C4=CC=CC=C4)C=C2",3.899999872
"V1143","CC(=C(C)C1=CC=CC2=C1NC(=C2CCCOC3=C(C(=CC=C3)Cl)Cl)C(=O)O)C",3.899999872
"V1145","CCCCN(CCC#N)C(=O)C1=CC2=NC(=C3C4=CC=CC=C4NN3)N=C2C=C1",2.099991234
"V1146","C1=CC(=CC(=C1)NC(=O)NC2=CC(=CC=C2)F)C3=CC4=C(C=C3)C=NN4",3.400000617
"V1147","C1=CC=C(C=C1)NC(=O)NNC=C2C=C(C(=O)C(=C2)Br)Br",2.300008203
"V1148","C1C2=C(NC1=O)N=CC(=C2)C3=CC=CC=C3",4.500000047
"V1149","CC1=CC(=C(C=C1)F)NC(=O)NC2=CC=C(C=C2)C3=COC4=C3C(=NC=C4C#CCN5CCOCC5)N",0.100370545
"V1150","CCNC1=NC(=C(S1)C2=NC(=NC=C2)NC3=CC=C(C=C3)N4CCN(CC4)C(=O)C)C",1.400019635
"V1151","C1CN(CC2=C(C=CC=C21)C(=O)NC3=NC4=CC=CC=C4S3)C5=NC(=C(S5)C6=CC=C(C=C6)CO)C(=O)O",3.299999496
"V1152","CCN(CC)CCOC1=CC=C(C=C1)C2=NC3=C(C=CC=C3N2)C(=O)N",3.699999798
"V1153","CN(C)C1=CC=C(C=C1)NC2=NNC(=C2)C3=CSC(=C3)Br",3.400000617
"V1154","C1=CC=C(C=C1)C2=C(C(=O)N(N2)C3=CC=CC=C3)NNC4=CC=CC5=C4C(=O)N=NC5=O",3.899999872
"V1157","C1=CC2=CN=C(C=C2C=C1Br)NC3=NC=NC=C3",3.400000617
"V1158","CCCNC(=O)C1=CC=C(C=C1)NC2=NC(=C3C=CNC3=N2)CCC(F)(F)F",2.700002397
"V1159","CC(C)COC1=NC=CN2C1=NC(=C2C3=NC(=NC=C3)NCC(C)(C)CO)C4=CC=C(C=C4)F",3.699999798
"V1160","COCC#CC1=C2CC3=C(NN=C3C2=CC=C1)C4=CC=CS4",3.100001583
"V1161","CC1=CC(=NC=C1)NC2=NC(=NC(=C2)C)C3=CC=CC=C3",3.199999125
"V1162","C1CC(C2=C(C1)N=C(C=C2)C3C4=C(C=CC(=C4)C#N)NC3=O)O",2.200001865
"V1163","C1=CC=C(C=C1)C(CCO)NC(=O)C2=CC=C(C=C2)C3=CC=NC=C3",3.400000617
"V1164","C1=CC(=CC(=C1)Cl)NC(=O)NC2=NC(=CS2)CCNC3=NC=NC4=C3SC=C4",3.400000617
"V1165","C1C(CN1CC2=C(C=C(C=C2)OCC3=CC(=CC=C3)C(F)(F)F)Cl)C(=O)O",3.400000617
"V1167","C1=CC=C2C(=C1)C(=CN2)C=C3C4=CC=CC=C4NC3=O",2.900000965
"V1168","CC1=CC=C(C=C1)NCC2=CN=C(C=C2)C3=CC=C(C=C3)F",3.400000617
"V1169","CCCC1=CC2=C(C=CN=C2C=C1)NC(=O)NC3=CC=CC(=N3)C(F)(F)F",3.400000617
"V1170","C1CN(CC=C1C2=CNC3=C2C=CC=N3)C(=O)NCCC4=CC=CS4",3.299999496
"V1171","CC1=NC=CN2C1=NC(=C2C3=NC(=NC=C3)NCC(C)(C)CO)C4=CC=C(C=C4)F",3.899999872
"V1172","C1CNCC=C1C2=CNC3=C2C=C(C=C3)C4=CC=C(C=C4)OC(F)(F)F",3.899999872
"V1173","C1C(CN1CC2=C(C=C(C=C2)OCC3=CC=CC=C3)Cl)C(=O)O",3.400000617
"V1174","CCC(=O)NC1=CC(=C(C=C1)C(=O)N2CCNCC2)O",3.199999125
"V1175","CC1=CC(=O)N2C=CC(=C(C2=N1)O)CN(C)C",2.700002397
"V1176","CC(C)NC1=C(C(=O)NN1)C=C2C=C3C=CC=CC3=N2",2.300008203
"V1177","C1=CC2=C(C=C1C#N)N(C(=N2)N)C3=NC=CS3",3.400000617
"V1179","CN1CCN(CC1)C2=CC=C(C=C2)NC3=NC(=C(S3)C(=O)C4=C(C=CC=C4Cl)Cl)N",3.400000617
"V1180","CN1C2=CC=CC=C2C=C1C(=O)NC3=C(C=C(C=C3)C4=CSC5=C4C(=NC=C5C=CC(=O)NCCN(C)C)N)OC",2.700002397
"V1181","CC1=C2C(=O)C3=C(C=C(C=C3)C(C)C)NC2=NC=C1",2.099991234
"V1183","COC1=CC(=C(C=C1NC2=NN3C(=NN=C3C4=CC=CC=C4)C=C2)Cl)OC",3.899999872
"V1184","CC1=C(C=CC(=C1)OCC2=CC(=C(C=C2)Cl)Cl)CN3CC(C3)C(=O)O",3.400000617
"V1185","CN1C2=C(C=C(C=C2)N)C(C3=C1C=CC(=C3)N)C4=CC=CC=C4",3.299999496
"V1186","C1C2=C(C=CC=C2C(=O)N1)C3=CC=CS3",4.699999971
"V1188","C1C=CC2C1C(NC3=C2C4=CC=CC=C4C=C3)C5=CC(=CC=C5)NC(=O)C6=CC=C(C=C6)F",3.400000617
"V1189","C1=CC(=NC(=O)NC2=CNC=CN2)C3=CC=CC(=O)C3=C1",3.400000617
"V1190","C1=CC(=CN=C1)C2=CC=C(C=C2)CC(=O)NC3=CC=C(C=C3)SC(F)F",1.800029359
"V1191","C1CNC(=O)C2=C(N1)N=CN=C2N",4.099999858
"V1193","C1=CC2=NC(=O)N3C(=C2C=C1Cl)N=CN3",4.299999931
"V1194","C1=CC=C(C=C1)C2=CC=CC3=NC=CN32",4.399999925
"V1195","CN1C=C(C2=C1C=CC(=C2)F)C3=CC4=NC(=CN=C4N3)Br",2.200001865
"V1196","CC(C)C(C)NC1=NC=C(C(=N1)NC2=NC=CS2)Cl",3.400000617
"V1197","C#CC1=CN(C2=C1C(=NC=N2)N)C3CCCC3",2.300008203
"V1198","C1=CC=C2C(=C1)N=C(O2)NC3=CC=C(C=C3)C4=CN=C(C5=C4C=C(S5)C(=O)N)N",3.100001583
"V1200","C1=CC=C2C(=C1)C(=CN2)CC(COC3=CN=CC(=C3)C4=CC(=C(C=C4)N)C(=O)C5=CC=CC=C5F)N",3.899999872
"V1201","CCC1=C(NC2=NC=CN=C12)C3=CC=C(C=C3)C(=O)C",3.100001583
"V1202","CC(C1=CC(=CC=C1)OC)NC(=O)C2=CC=C(S2)C3=CC=NC=C3",3.400000617
"V1203","CC1=NC(=C(N=N1)C2=CC=CC=C2)C#N",4.600000032
"V1205","C1=CC(=CC(=C1)OCCN)NC2=NC(=NC=C2)N",3.899999872
"V1206","C1=CC=NC(=C1)N2C(=CC(=O)N2)N",4.600000032
"V1207","CNC(=O)C1=CC(=NN1)C2=CC=CC=C2",5
"V1208","CCNC1=NC2=CC(=C(C=C2N=C1NCC)Cl)OC",3.899999872
"V1209","C1=CC=C2C(=C1)C(=CC3=CC=CN3)C(=O)N2",2.049995617
"V1210","C1CCC2=C(C1)N=C(S2)N3C4=C(C=CC(=C4)C#N)N=C3N",3.400000617
"V1211","C1CNC2(CCN(CC2)C(=O)CC3=CC=C(C=C3)OC(F)(F)F)C4=C1C5=CC=CC=C5N4",3.400000617
"V1212","COC1=C(C(=CC=C1)OC)CNC2=NC(=NC3=C2C=C(C=C3)Cl)NC4CCCCC4",0
"V1213","CN(C)CCCNC(=O)C1=CC2=C(C=C1)NC3=C(C=CC(=C3)C4=CC(=C(C=C4)O)OC)C(=O)N2",2.700002397
"V1215","CCCNC(=O)C1=CC=C(C=C1)NC2=NC(=C3C=CNC3=N2)CC",2.300008203
"V1216","CC1=CC=C(S1)C2=C(C(=O)NC(=C2)C3=C(C=CC(=C3)Br)O)C#N",2.800001828
"V1217","COC1=CC=CC=C1CN=C(N)NC2=NC=CC(=N2)C3=CC=CS3",3.400000617
"V1218","COC1=C2C=CC=C3C2=C(C=C1)C(=NN3)C4=CC(=C(C=C4)OC)OC",3.400000617
"V1220","CC1=CC(=O)NN=C1C2=CC(=C(C=C2)NC(=O)NC3=C(C=CC(=C3)C(F)(F)F)F)Cl",2.500003068
"V1221","CC1=C(SC(=N1)C2=CC=NC=C2)C(=O)NC(C)C3=CC(=CC=C3)OC",3.400000617
"V1224","CC(C)(C1=NN=C2N1N=C(C=C2)C3=C(N=C4N3CCC4)C5=C(C=C(C=C5)F)F)O",3.899999872
"V1225","CC(C)(C)C1=NN(C(=C1)NC(=O)C(=O)C2=CC=CC3=CC=CC=C32)C4=CC(=CC=C4)OCC(=O)NCCO",3.400000617
"V1226","CC(C)C1=CC(=O)NC2=C1C(=O)NN2",5
"V1227","CC1=C(C2=NC3=CC=CC=C3N2C(=O)C1=CC4=C(NN(C4=O)C5=CC=CC=C5)C)C#N",3.899999872
"V1228","CC1=C(SC(=N1)NC)C2=NC(=NC=C2)NC3=CC=C(C=C3)N4CCNCC4",1.200029267
"V1229","CCNNC1=CC(=C(C2=NC3=CC=CC=C3N12)C#N)C",3.899999872
"V1230","C1=CC2=C(C=CC(=C2)CN3C4=NC(=CN=C4N=N3)C5=CN(N=C5)CCO)N=C1",3.400000617
"V1232","CC(C)(C)C1=CC=C(C=C1)C(=O)NC2=CC=CC(=C2CO)C3=CN(C(=O)C(=C3)NC4=NC=C(C=C4)C(=O)N5CCOCC5)C",3.400000617
"V1233","C1=CC2=C(C=C1Br)C(=O)NN2",4.799999969
"V1234","CC(C)(C1=CN(N=N1)C2=CC3=C(C=C2)NN=C3)O",4.600000032
"V1235","C1=CC=C(C=C1)C2=CN3C(=C(C=NC3=O)I)N2",3.899999872
"V1236","C1=C(C=NC2=NNC(=C21)N)Br",4.299999931
"V1237","CC(=O)NC1=NC(=C(C(=C1)N)C#N)C2=CC3=CC=CC=C3C=C2",3.899999872
"V1238","COC1=C2C(=C(C=C1)C3=CC=C(C=C3)N)C=NO2",4.899999981
"V1240","C1CC1NC2=NC(=NC3=C2SC=C3)NC4=CC(=C(C=C4)N5CCOCC5)Cl",3.400000617
"V1241","CC1=C(C(=CC=C1)Cl)C2=CC=CC3=C2NC(=C3CCCOC4=CC=CC5=CC=CC=C54)C(=O)NCCOCCOCCN",3.899999872
"V1242","C1=CC=C(C=C1)C2=CC=CC=C2NC(=O)NC3=NC4=C(C=CC=C4S3)O",2.099991234
"V1244","CC(C1=CC(=CC=C1)OC)NC(=O)C2=CN=C(N=C2)C3=CC=NC=C3",3.400000617
"V1247","COCOC1=C(C(=CC=C1)OCOC)C2=C(C=C(C=C2)NS(=O)(=O)C)C(=O)OC",3.100001583
"V1248","C1=CC2=C(C(=O)NN2C=C1)Br",3.299999496
